Recency,Frequency,Monetary,Cluster,Customer_ID
1340,1,1520,3,11582
418,4,3260,4,11583
211,4,4796,1,11584
825,4,2287,3,11585
569,3,1611,3,11586
263,2,2620,0,11587
603,4,3437,4,11588
625,2,1828,3,11589
53,6,2597,1,11590
480,6,6123,4,11591
410,6,6281,4,11592
221,3,2919,0,11593
45,4,5484,1,11594
2,8,5135,1,11595
181,2,1597,0,11596
44,9,6733,2,11597
297,4,1461,0,11598
133,8,7554,2,11599
216,3,3763,0,11600
75,3,1475,0,11601
9,5,1688,0,11602
203,4,2945,0,11603
88,2,975,0,11604
55,7,2064,1,11605
508,5,2782,4,11606
65,6,2882,1,11607
178,5,4794,1,11608
290,6,8141,2,11609
202,4,1197,0,11610
19,9,7034,2,11611
42,7,7363,2,11612
400,4,3717,4,11613
115,4,2401,0,11614
27,4,2111,0,11615
100,6,3397,1,11616
146,6,5382,1,11617
284,6,3099,1,11618
226,8,9559,2,11619
476,7,7301,2,11620
75,7,5155,1,11621
68,5,2821,1,11622
299,3,846,0,11623
158,5,2988,1,11624
622,5,6908,4,11625
698,3,3616,3,11626
35,4,2544,0,11627
14,4,1723,0,11628
120,8,7231,2,11629
783,2,1766,3,11630
231,4,3582,0,11631
213,6,4289,1,11632
25,7,7376,2,11633
27,5,3596,1,11634
28,7,5895,1,11635
529,2,3311,3,11636
178,6,2308,1,11637
255,5,2283,0,11638
235,3,2460,0,11639
129,8,6646,2,11640
11,4,3243,0,11641
109,7,4532,1,11642
182,6,3172,1,11643
21,3,2367,0,11644
129,4,2465,0,11645
556,1,1030,3,11646
222,6,4347,1,11647
97,5,1900,0,11648
6,4,2816,0,11649
711,3,3212,3,11650
311,5,2994,4,11651
76,5,2603,0,11652
100,6,4235,1,11653
177,9,9058,2,11654
65,4,3936,1,11655
143,6,3471,1,11657
416,9,10343,2,11658
7,6,3393,1,11659
68,6,5475,1,11660
594,2,2057,3,11661
14,4,2236,0,11662
230,3,3195,0,11663
733,4,1107,3,11664
696,5,4507,4,11665
90,4,3820,1,11666
205,5,4266,1,11667
735,5,4778,4,11668
43,6,4728,1,11669
123,8,8787,2,11670
247,8,5254,2,11671
513,8,4018,4,11672
49,10,6103,2,11673
95,4,2594,0,11674
214,7,6407,2,11675
120,7,5996,1,11676
500,3,1498,3,11677
121,7,6812,2,11678
217,9,11315,2,11679
378,4,2966,4,11680
464,5,5847,4,11681
560,3,5035,4,11682
91,4,4959,1,11683
388,9,9767,2,11684
705,5,3950,4,11685
145,3,1162,0,11686
22,7,4224,1,11687
121,7,3890,1,11688
24,6,2544,1,11689
156,5,4342,1,11690
25,1,1044,0,11691
839,2,1450,3,11692
985,2,924,3,11693
24,8,5825,2,11694
69,4,3060,0,11695
150,1,1852,0,11696
52,1,94,0,11697
323,4,6051,4,11698
296,3,1074,0,11699
30,4,727,0,11700
146,4,1876,0,11701
68,5,2841,1,11702
688,2,2946,3,11703
89,6,4779,1,11704
4,5,2864,1,11705
44,6,4940,1,11706
113,4,1687,0,11707
382,5,5114,4,11708
222,9,7416,2,11709
489,5,3078,4,11710
343,7,5785,1,11711
444,5,4433,4,11712
428,2,1005,0,11713
55,6,2677,1,11714
1155,2,1744,3,11715
725,3,1241,3,11716
390,4,1744,0,11717
142,6,4689,1,11718
8,4,2477,0,11719
397,3,3735,4,11720
352,6,8528,2,11721
15,3,3700,0,11722
133,3,903,0,11723
163,3,3631,0,11724
127,5,3278,1,11725
33,3,2430,0,11726
244,5,3811,1,11727
290,5,2879,4,11728
187,2,2270,0,11729
53,2,2961,0,11730
283,2,820,0,11731
209,5,4800,1,11732
278,4,2264,0,11733
94,5,4217,1,11734
157,3,2465,0,11735
622,5,4078,4,11736
212,4,3171,0,11737
8,4,1604,0,11738
145,2,1183,0,11739
26,6,4773,1,11740
356,7,3851,4,11742
36,9,6473,2,11743
267,6,6315,1,11744
23,3,1941,0,11745
393,4,5356,4,11746
214,3,1204,0,11747
40,7,3930,1,11748
395,6,5091,4,11749
564,5,2513,4,11750
149,6,3933,1,11751
10,8,6075,2,11752
30,6,4205,1,11753
164,6,5280,1,11754
447,2,3336,4,11755
606,7,2818,4,11756
8,6,4697,1,11757
347,2,164,0,11758
571,2,2327,3,11759
183,4,3483,0,11760
61,10,8224,2,11761
122,7,5266,1,11762
364,6,4988,4,11763
109,7,6760,2,11764
54,9,7635,2,11765
785,8,4117,4,11766
397,7,4612,4,11767
289,7,4167,1,11768
166,2,1128,0,11769
24,6,2178,1,11770
135,4,983,0,11771
581,4,4541,4,11772
172,3,3074,0,11773
48,6,3278,1,11774
554,1,642,3,11775
31,3,1345,0,11776
26,8,4895,1,11777
54,5,5491,1,11778
246,2,744,0,11779
124,6,2551,1,11780
273,7,4159,1,11781
151,7,5146,1,11782
203,3,1153,0,11783
22,5,3123,1,11784
524,7,7648,2,11785
477,6,5001,4,11786
65,4,3790,1,11787
443,5,2238,4,11788
137,3,1903,0,11789
211,6,4064,1,11790
548,9,6286,2,11791
22,7,6295,2,11792
112,7,5554,1,11793
988,1,1000,3,11794
11,7,5533,1,11795
240,4,4337,1,11796
443,4,4603,4,11797
323,6,5654,1,11798
495,2,1850,3,11799
267,11,7546,2,11800
144,1,204,0,11801
12,7,6897,2,11802
151,7,5733,1,11803
25,10,5922,2,11804
341,8,5771,2,11805
10,6,2656,1,11807
305,5,2713,4,11808
139,5,5270,1,11809
178,10,7661,2,11810
175,5,2612,0,11811
20,5,3093,1,11812
31,3,2551,0,11813
188,11,7302,2,11814
462,5,3907,4,11815
184,5,4546,1,11816
95,6,2982,1,11817
100,6,6420,1,11818
264,5,2754,0,11819
24,8,5773,2,11820
392,6,3652,4,11821
119,9,8466,2,11822
162,8,6431,2,11823
394,4,1960,0,11824
50,3,2492,0,11825
692,5,5787,4,11826
65,8,5484,2,11827
442,3,4176,4,11828
454,5,3256,4,11829
32,4,4195,1,11830
150,5,3777,1,11831
9,6,4957,1,11832
182,3,2463,0,11833
480,4,3014,4,11834
250,8,8947,2,11835
258,4,3103,0,11836
53,5,1759,0,11837
27,6,3463,1,11838
28,5,2979,1,11839
604,5,6015,4,11840
48,6,3080,1,11841
184,4,2172,0,11842
163,9,8715,2,11843
442,5,4787,4,11844
517,4,1372,4,11845
524,3,1731,3,11846
293,2,1984,0,11847
110,5,4759,1,11848
462,4,3995,4,11849
1024,3,2019,3,11850
762,3,2007,3,11851
149,6,5542,1,11852
209,3,2071,0,11853
50,5,4108,1,11854
259,3,1210,0,11855
258,3,2658,0,11856
362,6,6927,2,11857
263,6,5806,1,11858
413,4,4367,4,11859
296,7,6363,2,11860
468,4,3187,4,11861
405,3,1730,0,11862
536,2,1788,3,11863
505,3,1674,3,11864
75,5,4127,1,11865
701,6,4790,4,11866
80,5,4872,1,11867
735,3,1608,3,11868
751,3,2648,3,11869
336,5,5254,4,11870
97,8,6141,2,11871
296,3,2549,0,11872
1338,2,675,3,11873
62,4,4379,1,11874
14,5,6684,1,11875
149,7,3801,1,11876
1004,2,2420,3,11877
95,3,1263,0,11878
545,6,3215,4,11879
406,8,4535,4,11880
19,5,2132,0,11881
62,3,2170,0,11882
41,1,810,0,11883
218,5,3622,1,11884
155,2,604,0,11885
17,3,1007,0,11886
115,3,2147,0,11887
117,4,6499,1,11888
230,6,8417,2,11889
126,7,3720,1,11890
47,5,3881,1,11891
172,7,5160,1,11892
582,1,422,3,11893
177,4,3724,0,11894
732,2,1505,3,11895
166,8,4261,1,11896
161,4,3402,0,11897
747,2,2820,3,11898
767,7,7688,4,11899
332,2,600,0,11900
17,3,1040,0,11901
464,3,2379,4,11902
321,3,2196,0,11903
875,6,6575,4,11904
363,2,419,0,11905
96,4,2857,0,11906
60,3,1959,0,11907
203,4,2245,0,11908
56,6,5579,1,11909
38,5,3434,1,11911
840,5,4360,4,11912
160,5,3463,1,11913
424,3,3212,4,11914
12,11,9388,2,11915
64,1,1176,0,11916
48,3,1480,0,11917
195,3,1735,0,11918
95,7,6366,2,11919
120,8,5104,1,11920
132,5,3848,1,11921
792,2,709,3,11922
62,7,7682,2,11923
36,7,2873,1,11924
16,6,3952,1,11925
244,5,3800,1,11926
56,6,8042,2,11927
33,7,3757,1,11928
723,3,1774,3,11929
417,3,3250,4,11930
220,11,10939,2,11931
87,4,2575,0,11932
320,4,3083,0,11933
293,7,3468,1,11934
551,3,2360,3,11935
3,3,4127,0,11936
194,4,4549,1,11937
80,10,6858,2,11938
503,5,1359,4,11939
413,2,2169,0,11940
551,3,3303,4,11941
332,2,2467,0,11942
411,6,7577,2,11943
56,10,8356,2,11944
136,7,7030,2,11945
561,4,4922,4,11946
51,7,5108,1,11947
60,4,3906,1,11948
39,8,7803,2,11949
124,5,4044,1,11950
105,4,4366,1,11951
978,2,1604,3,11952
50,3,3777,0,11953
35,6,5514,1,11954
161,5,2558,0,11955
198,4,1683,0,11956
223,2,1603,0,11957
18,5,4936,1,11958
190,5,4594,1,11959
459,3,3315,4,11960
340,4,3333,4,11961
279,2,1600,0,11962
80,5,6427,1,11963
554,4,2269,4,11964
187,13,8910,2,11965
153,9,3975,1,11966
16,8,9765,2,11967
1006,3,792,3,11968
62,7,4335,1,11969
852,2,720,3,11970
771,1,2470,3,11971
16,4,2292,0,11972
277,4,2384,0,11973
128,4,2065,0,11974
251,4,3116,0,11975
35,7,5993,1,11976
1021,3,3886,3,11977
337,4,1962,0,11978
121,3,3816,0,11979
592,2,1693,3,11980
577,2,2000,3,11981
348,5,2559,4,11982
230,7,3560,1,11983
75,5,2644,0,11984
294,6,8525,2,11985
187,6,2806,1,11986
1007,2,1842,3,11987
135,4,4063,1,11988
163,9,9352,2,11989
754,5,3401,4,11990
166,6,5652,1,11991
180,5,6352,1,11992
518,2,180,3,11993
285,6,7413,2,11994
60,5,3381,1,11995
268,2,834,0,11996
699,3,1643,3,11997
11,7,5577,1,11998
352,7,4485,1,11999
153,4,1246,0,12000
50,7,7078,2,12001
552,6,3095,4,12002
356,5,2606,4,12003
31,7,4742,1,12004
49,4,2323,0,12005
785,2,3261,3,12006
298,6,2631,4,12007
162,4,1567,0,12008
116,4,1790,0,12009
464,1,622,3,12010
43,3,3135,0,12011
513,3,1910,3,12012
209,4,3321,0,12013
110,4,3380,0,12014
45,8,8091,2,12015
365,2,690,0,12016
40,2,3184,0,12017
89,3,4124,0,12018
126,9,5963,2,12019
1094,2,2816,3,12020
3,6,4818,1,12021
163,5,7025,1,12022
33,5,3825,1,12023
34,7,6922,2,12024
820,3,3968,3,12025
1226,2,2580,3,12026
351,4,3424,4,12027
192,4,1001,0,12028
3,7,6903,2,12029
185,6,2947,1,12030
213,2,1265,0,12031
375,6,3164,4,12032
365,7,7948,2,12033
558,6,2650,4,12034
135,4,3079,0,12035
202,5,4395,1,12036
102,5,7238,1,12037
17,9,6263,2,12038
526,5,1931,4,12039
44,5,3230,1,12040
409,5,2800,4,12041
354,6,1552,4,12042
479,3,3654,4,12043
80,4,3998,1,12044
181,3,2740,0,12045
583,2,2229,3,12046
543,3,1646,3,12047
97,6,6496,1,12048
138,8,3886,1,12049
305,6,5067,1,12050
412,5,5536,4,12051
196,4,2623,0,12052
187,9,4351,2,12053
213,6,5453,1,12054
36,4,2808,0,12055
21,7,4262,1,12056
28,4,6178,1,12057
368,4,2350,0,12058
125,8,3631,1,12059
220,5,3370,1,12060
227,7,7785,2,12061
536,2,1369,3,12062
405,4,4095,4,12063
8,8,6920,2,12064
300,7,4096,1,12065
371,9,3618,1,12066
513,5,3496,4,12067
71,6,5367,1,12068
119,7,6439,2,12069
343,4,3658,4,12070
479,5,4452,4,12071
511,4,3641,4,12072
206,7,3474,1,12073
119,7,3430,1,12074
448,7,6953,2,12075
214,4,2085,0,12076
330,4,4927,4,12077
147,6,4352,1,12078
25,2,1040,0,12079
221,2,670,0,12080
234,7,5493,1,12081
107,6,6020,1,12082
145,4,4198,1,12083
106,2,1537,0,12084
884,2,1075,3,12085
12,7,6495,2,12086
39,4,1944,0,12087
249,3,886,0,12088
104,4,4533,1,12089
193,8,5042,1,12090
81,7,3272,1,12091
611,6,4104,4,12092
401,2,1222,0,12093
34,2,2553,0,12094
199,13,11313,2,12095
53,4,7090,1,12096
62,4,2865,0,12097
63,7,5009,1,12098
58,4,2947,0,12099
831,2,1522,3,12100
272,3,808,0,12101
48,8,6541,2,12102
327,5,1687,0,12103
203,9,4121,1,12104
401,3,4352,4,12105
258,1,66,0,12106
19,6,4452,1,12107
85,4,4042,1,12108
146,4,3162,0,12109
517,7,7026,2,12110
78,4,3134,0,12111
113,5,3548,1,12112
145,6,7021,2,12113
183,6,6870,2,12114
250,5,4484,1,12115
83,3,1754,0,12116
61,8,6266,2,12117
211,8,6050,2,12118
398,4,3353,4,12119
130,7,6507,2,12120
59,4,4798,1,12121
152,6,5582,1,12122
126,6,3994,1,12123
285,2,3208,0,12124
12,9,6561,2,12125
72,6,4694,1,12126
169,5,3407,1,12127
20,7,5335,1,12128
76,5,4176,1,12129
794,3,2230,3,12130
278,7,5834,1,12131
30,7,3674,1,12132
269,2,1117,0,12133
18,4,3203,0,12134
22,4,5397,1,12135
215,4,1975,0,12136
473,5,7313,4,12137
176,5,2105,0,12138
47,6,3791,1,12139
162,5,1875,0,12140
12,5,3998,1,12141
110,7,5145,1,12142
689,2,977,3,12143
323,4,1439,0,12144
6,6,1675,1,12145
666,3,3455,3,12146
161,5,2002,0,12147
1102,1,309,3,12148
410,3,3196,4,12149
13,8,7304,2,12150
196,8,5513,2,12151
283,4,4170,4,12152
245,3,3600,0,12153
61,8,7961,2,12154
128,5,4360,1,12155
832,2,1754,3,12156
20,6,3117,1,12157
840,3,3274,3,12158
226,4,5708,1,12159
49,7,2950,1,12160
591,7,4656,4,12161
59,7,4983,1,12162
279,3,2173,0,12163
5,5,3439,1,12164
662,6,5859,4,12165
955,1,1210,3,12166
86,11,9394,2,12167
282,4,1770,0,12168
533,2,3465,3,12169
32,4,2883,0,12170
234,7,5653,1,12171
147,6,4040,1,12172
240,4,4348,1,12173
4,9,6404,2,12174
41,4,1160,0,12175
455,3,1322,0,12176
416,3,3605,4,12177
258,4,5383,1,12178
247,5,4187,1,12179
562,5,3429,4,12180
788,3,2655,3,12181
711,6,2877,4,12182
217,6,3395,1,12183
608,2,1212,3,12184
142,2,2028,0,12185
19,6,5858,1,12186
23,5,5623,1,12187
544,3,1746,3,12188
20,5,3864,1,12190
266,6,3612,1,12191
17,8,6458,2,12192
145,5,3058,1,12193
641,3,1019,3,12194
24,3,1203,0,12195
104,4,4631,1,12196
178,6,3500,1,12197
622,1,612,3,12198
601,6,4519,4,12199
367,6,3092,4,12200
664,3,5964,4,12201
42,6,7054,2,12202
10,7,4483,1,12203
334,4,1856,0,12204
832,4,3929,3,12205
81,5,5876,1,12206
156,10,6623,2,12207
125,5,3828,1,12208
950,5,2908,3,12209
185,2,653,0,12210
331,4,2607,0,12211
72,6,6916,2,12212
48,6,5212,1,12214
74,6,2870,1,12215
174,6,3874,1,12216
12,7,2005,1,12217
52,4,3965,1,12218
296,6,4973,1,12219
168,6,3605,1,12220
549,3,2744,4,12221
912,3,3788,3,12222
133,3,2126,0,12223
297,5,3008,4,12224
380,6,3795,4,12225
1163,1,309,3,12226
840,2,1329,3,12227
242,6,4161,1,12228
704,3,2991,3,12229
640,2,2517,3,12230
117,4,4014,1,12231
76,7,4600,1,12232
458,5,5998,4,12233
140,6,5725,1,12234
542,3,4500,4,12235
312,2,309,0,12236
330,5,2008,0,12237
129,7,5700,1,12238
16,8,5022,1,12239
253,7,4769,1,12240
87,6,7214,2,12241
135,7,6720,2,12242
231,4,4469,1,12243
273,8,5151,2,12244
5,2,231,0,12245
142,7,6844,2,12246
67,3,5315,1,12247
342,5,1604,0,12248
104,8,7093,2,12249
327,2,1730,0,12250
388,5,4218,4,12251
110,6,4573,1,12252
32,6,2949,1,12253
275,4,2752,0,12254
610,2,385,3,12255
18,3,3153,0,12256
6,4,4570,1,12257
255,3,4301,0,12258
762,5,6408,4,12259
27,5,4412,1,12260
105,4,1859,0,12261
184,7,2736,1,12262
45,5,4954,1,12263
713,4,4071,4,12264
13,6,2119,1,12265
9,6,3389,1,12266
112,5,2541,0,12267
231,6,2710,1,12268
155,5,2195,0,12269
4,6,3845,1,12270
44,9,5982,2,12271
206,4,4076,1,12272
600,4,3779,4,12273
230,4,3325,0,12274
192,5,5937,1,12275
444,6,4727,4,12276
439,1,300,3,12277
183,5,3519,1,12278
24,10,5229,2,12279
80,4,2770,0,12280
381,6,2881,4,12281
869,2,1285,3,12282
77,9,8484,2,12283
15,3,2761,0,12284
209,3,1251,0,12285
113,9,9049,2,12286
2,3,2280,0,12287
53,6,5567,1,12288
200,6,3375,1,12289
85,3,1266,0,12290
947,3,2632,3,12291
228,6,5163,1,12292
213,4,2955,0,12293
166,8,8197,2,12294
158,3,2632,0,12295
708,5,4434,4,12296
189,4,3087,0,12297
2,7,3754,1,12298
90,4,3037,0,12299
99,5,4013,1,12300
23,1,245,0,12301
28,5,3756,1,12302
162,5,4188,1,12303
1169,1,1710,3,12304
31,5,3748,1,12305
363,8,5053,2,12306
173,9,4743,2,12307
18,5,2081,0,12308
266,5,3060,4,12309
64,3,3179,0,12310
45,6,3577,1,12311
89,8,3507,1,12312
205,7,5758,1,12313
469,5,3071,4,12314
117,4,4069,1,12315
307,4,2376,0,12316
100,14,11144,2,12317
657,2,3112,3,12318
438,4,2446,4,12319
223,9,7817,2,12320
52,3,2970,0,12321
76,5,3815,1,12322
269,6,3029,1,12323
87,4,1751,0,12324
691,3,3272,3,12325
84,9,4306,1,12326
8,6,4942,1,12327
158,5,4129,1,12328
25,5,3631,1,12329
47,5,5148,1,12330
292,3,2022,0,12331
446,4,4351,4,12332
32,9,8972,2,12333
117,6,7409,2,12334
101,8,4832,1,12335
768,3,2624,3,12336
610,3,960,3,12337
29,6,3357,1,12338
354,2,1410,0,12339
62,5,4534,1,12340
313,1,282,0,12341
102,7,4495,1,12342
880,2,3326,3,12343
180,5,1176,0,12344
509,2,2028,3,12345
16,6,4428,1,12346
381,7,3301,4,12347
373,2,1086,0,12348
46,8,4558,1,12349
173,4,2715,0,12350
129,5,7495,1,12351
36,4,3582,0,12352
59,4,2226,0,12353
248,2,1759,0,12354
292,7,7267,2,12355
24,4,2492,0,12356
199,6,3651,1,12357
367,5,3642,4,12358
96,7,4003,1,12359
728,3,716,3,12360
421,4,2810,4,12361
902,1,1456,3,12362
1,4,2642,0,12363
30,7,5407,1,12364
1155,1,68,3,12365
168,4,1839,0,12366
149,6,4165,1,12367
168,8,7318,2,12368
180,5,3516,1,12369
52,6,8395,2,12370
82,5,2324,0,12371
313,6,5709,1,12372
87,6,5694,1,12373
450,3,2961,4,12374
116,8,8354,2,12375
73,9,5189,2,12376
42,6,6194,1,12377
896,3,3906,3,12378
455,5,4850,4,12379
120,4,3256,0,12380
324,5,2482,4,12381
227,3,3185,0,12382
69,8,5880,2,12383
708,2,668,3,12384
204,9,3495,1,12385
504,7,5990,4,12386
80,6,4444,1,12387
373,4,2760,4,12388
215,6,4687,1,12389
128,4,1630,0,12390
342,4,1822,0,12391
109,9,7998,2,12392
735,3,2791,3,12393
382,4,1571,0,12394
143,3,912,0,12395
122,8,7053,2,12396
45,7,4856,1,12397
1,7,4700,1,12398
252,4,3769,0,12399
118,9,6270,2,12400
67,10,6824,2,12401
79,7,8281,2,12402
417,2,987,0,12403
314,4,1875,0,12404
223,4,2007,0,12405
260,4,3705,0,12406
38,5,4224,1,12407
100,5,2919,1,12408
34,7,7564,2,12409
76,8,5324,2,12410
209,8,6275,2,12411
9,8,5161,1,12412
232,4,2024,0,12413
58,10,6473,2,12414
115,6,4283,1,12415
119,3,2262,0,12416
86,8,7678,2,12417
442,5,2988,4,12418
37,5,4303,1,12419
303,5,5527,1,12420
384,9,6875,2,12421
28,7,5445,1,12422
242,5,5362,1,12423
18,6,6309,1,12424
201,8,5668,2,12425
153,6,5676,1,12426
644,2,802,3,12427
356,5,4626,4,12428
223,4,5385,1,12429
653,3,1403,3,12430
287,5,4516,1,12431
96,5,5830,1,12432
159,5,4228,1,12433
4,3,1813,0,12434
55,6,4415,1,12435
18,8,5165,1,12436
881,1,186,3,12437
24,9,6840,2,12438
434,2,315,0,12439
32,4,2257,0,12440
38,2,1368,0,12441
371,4,1180,0,12442
72,4,2058,0,12443
317,6,4052,4,12444
273,2,1599,0,12445
94,2,1694,0,12446
90,5,4691,1,12447
151,6,3882,1,12448
493,6,4991,4,12449
8,9,3293,1,12450
392,7,4055,4,12451
357,5,3353,4,12452
552,8,4416,4,12453
162,8,4793,1,12454
535,2,2372,3,12455
62,4,3275,0,12456
30,10,9106,2,12457
304,6,5522,1,12458
248,5,4834,1,12459
1261,1,1856,3,12460
477,4,2706,4,12461
260,6,4213,1,12462
156,7,3214,1,12463
565,5,4138,4,12464
368,6,4469,4,12465
921,3,1519,3,12466
175,6,6072,1,12467
293,3,2889,0,12468
90,10,7799,2,12469
800,2,1370,3,12470
64,5,4423,1,12471
162,8,5344,2,12472
365,4,3977,4,12473
343,6,5363,1,12474
13,7,3258,1,12475
201,1,195,0,12476
35,6,5013,1,12477
5,4,1189,0,12478
121,9,8764,2,12479
654,5,3455,4,12480
261,8,4773,1,12481
21,7,2402,1,12482
527,1,160,3,12483
124,8,2731,1,12484
45,4,4366,1,12485
334,1,1628,0,12486
7,4,1033,0,12487
704,5,3249,4,12488
274,2,2420,0,12489
78,6,3144,1,12490
114,6,2562,1,12491
6,5,2459,0,12492
135,4,2491,0,12493
158,5,2094,0,12494
197,3,2404,0,12495
331,6,5411,1,12496
441,2,2373,0,12497
252,5,5415,1,12498
259,4,5556,1,12499
484,4,2271,4,12500
222,3,454,0,12501
451,5,4761,4,12502
390,4,5768,4,12503
405,3,1921,0,12504
118,5,3531,1,12505
550,8,6621,2,12506
154,7,5154,1,12507
225,7,7119,2,12508
243,5,1412,0,12509
288,5,3398,4,12510
295,5,4356,4,12511
246,6,4117,1,12512
93,7,4811,1,12513
4,7,2669,1,12514
182,5,4347,1,12515
31,8,9257,2,12516
66,3,3788,0,12517
244,5,5678,1,12518
408,8,7258,2,12519
13,3,3374,0,12520
308,7,6219,2,12521
204,6,5889,1,12522
420,6,2060,4,12523
586,2,2140,3,12524
39,7,3122,1,12525
706,3,1134,3,12526
134,6,4601,1,12527
131,5,2960,1,12528
531,2,1780,3,12529
98,5,2286,0,12530
37,10,9569,2,12531
213,4,4790,1,12532
261,5,4739,1,12533
122,8,2916,1,12534
27,8,6032,2,12535
203,5,6180,1,12536
28,6,3150,1,12537
151,5,5626,1,12538
310,4,5672,4,12539
420,6,7750,2,12540
1162,1,1340,3,12541
86,9,6308,2,12542
260,2,1963,0,12543
469,3,1675,0,12544
152,6,3065,1,12545
469,3,2924,4,12546
227,6,5497,1,12547
428,5,3915,4,12548
399,7,6999,2,12549
327,4,2794,0,12550
416,10,9769,2,12551
119,4,5213,1,12552
184,4,1905,0,12553
36,6,7022,2,12554
504,1,325,3,12555
259,5,2524,0,12556
480,4,2139,4,12557
8,6,5990,1,12558
39,7,4447,1,12559
157,6,5351,1,12560
113,5,2261,0,12561
631,3,2458,3,12562
208,7,4913,1,12563
370,4,2250,0,12564
17,6,4240,1,12565
185,2,826,0,12566
262,4,2867,0,12567
682,4,2451,3,12568
49,4,1480,0,12569
357,7,4027,4,12570
475,4,2493,4,12571
788,2,2414,3,12572
316,7,9023,2,12573
6,12,10911,2,12574
590,3,1173,3,12575
71,9,5927,2,12576
25,3,1597,0,12577
35,8,8162,2,12578
30,7,4313,1,12579
195,4,2259,0,12580
25,6,3236,1,12581
482,6,7689,2,12582
279,3,2844,0,12583
273,8,5587,2,12584
269,3,1677,0,12585
575,6,6571,4,12586
218,8,5961,2,12587
86,5,1951,0,12588
112,2,1735,0,12589
368,10,7036,2,12590
370,4,2816,4,12591
90,5,4287,1,12592
372,1,160,0,12593
84,8,5881,2,12594
455,6,6646,4,12595
63,4,2854,0,12596
184,2,3620,0,12597
8,11,8949,2,12598
517,1,155,3,12599
288,8,6796,2,12600
317,5,3639,4,12601
740,5,2930,4,12602
54,6,7181,2,12603
211,5,4589,1,12604
175,7,5269,1,12605
120,5,4639,1,12606
210,3,1387,0,12607
573,6,4041,4,12608
329,8,4373,1,12609
26,4,2497,0,12610
63,5,4032,1,12611
103,6,3578,1,12612
222,3,2105,0,12613
444,7,6285,2,12614
309,5,3897,4,12615
368,3,2087,0,12616
640,8,5583,4,12617
352,5,3346,4,12618
923,2,947,3,12619
9,9,3831,1,12620
1063,3,3649,3,12621
34,3,1242,0,12622
72,5,1760,0,12623
246,6,4800,1,12624
121,11,9670,2,12625
605,3,2292,3,12626
168,8,5581,2,12627
205,4,4496,1,12628
358,3,3239,0,12629
79,6,3023,1,12630
20,4,4887,1,12631
195,4,3109,0,12632
242,9,5898,2,12633
378,8,5403,2,12634
144,3,3957,0,12635
335,4,4236,4,12636
114,2,1333,0,12637
122,4,2834,0,12638
1,5,2065,0,12639
216,6,3486,1,12640
774,2,3515,3,12641
107,5,2260,0,12642
760,3,2981,3,12643
397,3,3131,4,12644
290,3,2684,0,12645
479,5,6028,4,12646
2,15,12071,2,12647
713,3,1161,3,12648
176,5,6512,1,12649
763,3,1578,3,12650
306,7,4235,1,12651
198,5,3642,1,12652
399,2,3654,0,12653
233,7,6411,2,12654
698,6,5082,4,12655
899,2,423,3,12656
359,8,7059,2,12657
220,10,7876,2,12658
94,8,4135,1,12659
968,5,2879,3,12660
17,4,1209,0,12661
227,6,5619,1,12662
352,5,1274,0,12663
231,6,3537,1,12664
29,3,3438,0,12665
154,4,2159,0,12666
226,11,8070,2,12667
60,9,5832,2,12668
41,5,2727,1,12669
300,6,1698,0,12670
661,2,1096,3,12671
823,1,214,3,12672
147,8,5332,2,12673
161,7,5214,1,12674
102,5,3085,1,12675
29,8,5556,2,12676
1247,2,380,3,12677
314,5,4742,4,12678
100,2,570,0,12679
137,3,2668,0,12680
790,4,3773,3,12681
199,3,2466,0,12682
117,5,3830,1,12683
24,8,6227,2,12684
855,3,3826,3,12685
560,4,4366,4,12686
661,3,2636,3,12687
109,1,528,0,12688
390,3,1171,0,12689
95,5,3236,1,12690
8,4,2157,0,12691
3,11,6648,2,12692
97,8,4040,1,12693
531,4,3241,4,12694
186,3,2333,0,12695
18,3,264,0,12696
404,5,6133,4,12697
346,3,1540,0,12698
464,3,1486,0,12699
20,3,2366,0,12700
28,6,4839,1,12701
305,8,7780,2,12702
71,5,2321,0,12703
461,4,2099,4,12704
182,5,3975,1,12705
26,7,4799,1,12706
669,10,6309,2,12707
188,10,10817,2,12708
296,6,3256,1,12709
76,3,2804,0,12710
693,3,1793,3,12711
36,7,6876,2,12712
430,3,3553,4,12713
39,6,3803,1,12714
437,4,2979,4,12715
293,7,6408,2,12716
204,4,795,0,12717
744,3,2871,3,12718
468,3,3232,4,12719
86,7,2747,1,12720
45,2,1501,0,12721
94,8,5335,2,12722
413,3,2285,0,12723
175,6,3410,1,12724
19,5,3156,1,12725
160,5,6736,1,12726
23,2,320,0,12727
200,9,10058,2,12728
358,4,2492,0,12729
199,8,5079,1,12730
268,3,1499,0,12731
92,5,4004,1,12732
15,5,4706,1,12733
141,6,5677,1,12734
132,4,2813,0,12735
1309,1,430,3,12736
52,6,4599,1,12737
12,6,5366,1,12738
461,4,2382,4,12739
24,7,6772,2,12740
251,6,4209,1,12741
210,6,5623,1,12742
541,3,1662,3,12743
18,4,5261,1,12744
179,3,1272,0,12745
159,5,5540,1,12746
311,5,3356,4,12747
100,5,1758,0,12748
246,5,3285,1,12749
291,5,5254,1,12750
167,5,1893,0,12751
45,4,3354,0,12752
63,6,3264,1,12753
328,8,6473,2,12754
181,3,3761,0,12755
